08:23:44.126 [main] INFO  o.s.boot.StartupInfoLogger.logStarting   50 - Starting CFApplication v0.0.1-SNAPSHOT using Java 17.0.14 with PID 4139989 (/home/jenkins/workspace/CFTestAutomation_Release/Testing/results/mastercard/MC082/MC082/target/MC082-0.0.1-SNAPSHOT.jar started by root in /home/jenkins/workspace/CFTestAutomation_Release/Testing/results/mastercard/MC082/MC082)
08:23:45.749 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000035BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.749 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000036CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.750 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000037AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.750 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000038BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.751 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000039CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.751 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000040AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.752 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000041BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.752 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000042CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.753 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.753 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000044BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.754 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000045CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.754 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000046AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.755 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000047BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.755 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000048CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.756 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000049AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.756 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000050BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.757 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000051CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.757 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000052AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.757 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000053BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.758 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000054CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.758 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000055AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.759 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000056BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.759 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000057CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.760 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000058AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.760 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000059BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.760 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000060CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.762 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000061AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.762 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000062BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.762 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000063CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.763 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000064AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.763 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000065BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.764 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000066CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.764 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.765 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000068BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.765 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000069CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.766 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000070AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.766 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000071BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.767 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000072CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.767 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.768 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000074BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.768 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000075CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.768 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.769 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000077BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.769 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000078CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.769 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000079AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.770 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000080BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.770 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000081CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.771 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.771 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000083BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.772 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000084CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.772 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000085AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.773 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000086BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.773 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000087CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.773 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.774 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000089BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.774 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000090CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.774 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000091AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.775 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000092BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.775 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000093CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.775 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000094AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.776 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000095BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.776 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000096CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.777 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000097AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.777 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000098BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB          
08:23:45.777 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000099CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC          
08:23:45.778 [main] INFO  com.cloudframe.app.process.Mc082.main  115 - 000100AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA          
08:23:45.778 [main] INFO  com.cloudframe.app.process.Mc082.main  125 - *** END OF FILE ***
